artist_names,track_name,track_id,artist_id
"21 Savage, Doja Cat",n.h.i.e.,6x9pCndnXEoea0CMcfjs9W,1URnnhqYAYcrqrcwql10ft
21 Savage,all of me,2FoahzOSxJnalPA8aBUme3,1URnnhqYAYcrqrcwql10ft
21 Savage,sneaky,2K7sv1mno9PvbXVBpqvSKn,1URnnhqYAYcrqrcwql10ft
"21 Savage, Young Thug, Metro Boomin",pop ur shit,47yD0e9MCRIB8dgUXPfyW3,1URnnhqYAYcrqrcwql10ft
"21 Savage, Lil Durk, Metro Boomin",dangerous,0fyP96TikhD9sM4eKqw5Yp,1URnnhqYAYcrqrcwql10ft
Flo Milli,Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,08PvCOlef4xdOr20jFSTPd
"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),1kqH58eGh2ZTOHwqBIB2tM,2IKdK6PbitvCiXt1t2bPU6
Creepy Nuts,Bling-Bang-Bang-Born,0kdqcbwei4MDWFEX5f33yG,0pWR7TsFhvSCnbmHDjWgrE
"21 Savage, Brent Faiyaz",should've wore a bonnet,4Xzq2WibDHR5Eufi21HlEZ,1URnnhqYAYcrqrcwql10ft
"21 Savage, Summer Walker",prove it,5wttBUDyaHAR5q9fYnN3YF,1URnnhqYAYcrqrcwql10ft
"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,3QQAeMQbbjZXVFbF8DgFWT,0FvHxb8a4I0A2i8jKCsFei
Natasha Bedingfield,Unwritten,3U5JVgI2x4rDyHGObzJfNf,7o95ZoZt5ZYn31e9z1Hc0a
"21 Savage, Tommy Newport, Mikky Ekko",red sky,4yLyVdEqV790aIXyGif85v,1URnnhqYAYcrqrcwql10ft
Lil Nas X,J CHRIST,17CWWoszMuoGecCJzmOubE,7jVv8c5Fj3E9VhNjxT4snq
James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,4IWBUUAFIplrNtaOHcJPRM
"21 Savage, Burna Boy, Metro Boomin",just like me,5KI7I4mEtulXcv5VQJaV35,1URnnhqYAYcrqrcwql10ft
21 Savage,letter to my brudda,5P1z8XwsCStb74emERTx9v,1URnnhqYAYcrqrcwql10ft
Richy Mitch & The Coal Miners,Evergreen,6me7F0aaZjwDo6RJ5MrfBD,4qU7IJSReZnsLy5907Mtau
Benson Boone,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,22wbnEMDvgVIAGdFeek6ET
David Kushner,Skin and Bones,72s47svN0csVk41h0LdbSe,33NVpKoXjItPwUJTMZIOiY
"Kygo, Ava Max",Whatever,0LMwmV37RCmBO2so0szAFs,23fqKkggKUBHNkbKtXEls4
"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,3Cx4BsDd4q0GCVBJ5CAw2K,1r3tpVQ08jFAA2P4xzV5o4
"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,3koiLjNrgRTNbOwViDipeA
"The Chainsmokers, Coldplay",Something Just Like This,6RUKPb4LETWmmr3iAEQktW,69GGBxA162lTqCwzJG5jLp
Coldplay,Sparks,7D0RhFcb3CrfPuTJ0obrod,4gzpq5DPGxSnKTe4SA8HAU
Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,4gzpq5DPGxSnKTe4SA8HAU
Megan Thee Stallion,HISS,79AHPJd8upvNxyK2qQcY8J,181bsRPaVXVlUKXrxwZfHK
YG Marley,Praise Jah In The Moonlight,3h5TiWTqGxjSjFrbruPFH9,0n4Fao9kbjgM76RmVlfSwr
"Christian Nodal, Peso Pluma",La Intención,05tGmdz9dVZ4yGqz4YJdPK,0XwVARXT135rw8lyw1EeWP
Ice Spice,Think U The Shit (Fart),4w2Furap0ZzaiK4J14E9sR,3LZZPxNDGDFVSIPqf4JuEf
Justin Timberlake,Selfish,0QosomGFiJYOxj2ViZfqng,31TPClRtHm23RisEBtV3X7
4batz,act ii: date @ 8,3QS9ZCtoSCJhmaJ7QNXSAS,5fi7lIgJGH3RgUpJYcffQ7
"Blessd, Feid",SI SABE FERXXO,7chTH3GBjjAyagf0SPCZDL,1TA5sGRlKUJXBN4ZyJuDIX
Rich Amiri,ONE CALL,69phA1R4gmQsBFRQ3INW8C,2sF5nNXnrrsCPZlt8ZpyGd
Milo j,M.A.I,35ttE4t8lQZA2vuCYDg4G7,19HM5j0ULGSmEoRcrSe5x3
"Calle 24, Chino Pacas",Apaga El Cel,5s3yi51O9Sj4VcMsRI2tUr,6dLuQ5qXxIuWc5urxfIiZR
"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,4AKwRarlmsUlLjIwt38NLw
Don Toliver,BANDIT,0PHrcmOtDE89ew4vVEaD7S,4Gso3d4CscCijv0lmajZWs
Coldplay,The Scientist,75JFxkI2RXiU7L9VXzMkle,4gzpq5DPGxSnKTe4SA8HAU
Michael Marcagi,Scared To Start,3Pbp7cUCx4d3OAkZSCoNvn,4j96cMcT8GRi11qbvo1cLQ
Good Neighbours,Home,1fLTi1wA2FPONA5SAIoKJX,52N3KGrTWDRhdQJrgBTofE
Benson Boone,In The Stars,315aBOUD3xtj7sUMXtRgMV,22wbnEMDvgVIAGdFeek6ET
Lana Del Rey,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,00FQb4jTyendYWaN8pK0wa
Taylor Swift,Karma,7KokYm8cMIXCsGVmUvKtqf,06HL4z0CvFAxyc27GXpf02
"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,,
"¥$, Kanye West, Ty Dolla $ign",FUK SUMN,,
"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),6WzRpISELf3YglGAh7TXcG,1Xyo4u8uXC1ZmMpatF05PJ
"¥$, Kanye West, Ty Dolla $ign",BURN,,
"¥$, Kanye West, Ty Dolla $ign",TALKING,,
"¥$, Kanye West, Ty Dolla $ign",BACK TO ME,,
"¥$, Kanye West, Ty Dolla $ign",STARS,,
Beyoncé,TEXAS HOLD 'EM,0Z7nGFVCLfixWctgePsRk9,6vWDO969PvNqNYHIOW5v0m
Mahmood,TUTA GOLD,654Jxp6rUFgPckixlIusRJ,06nvjg4wBANK6DCHjqtPNd
"Geolier, Michelangelo","I P’ ME, TU P’ TE",3j1453KrdHjw7y4gnBj7nF,27LlKWxS3KXW7RRAxN5S8s
"¥$, Kanye West, Ty Dolla $ign",PAID,,
"¥$, Kanye West, Ty Dolla $ign",DO IT,,
"¥$, Kanye West, Ty Dolla $ign",KEYS TO MY LIFE,,
"¥$, Kanye West, Ty Dolla $ign",PAPERWORK,,
"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,23zg3TcAtWQy7J6upgbUnj
"¥$, Kanye West, Ty Dolla $ign",VULTURES,,
"¥$, Kanye West, Ty Dolla $ign",BEG FORGIVENESS,,
Annalisa,Sinceramente,60QN1JrgYM7jcfW8pdQFqT,0EqkKYDK9EkKY5N7zU3FPv
"Ivete Sangalo, LUDMILLA",Macetando,4uR8CslffeNgPZ3lSuyfAc,7dzq55YG3wjViqexDwiycQ
Angelina Mango,la noia,49R1F3rIdSzuPk7AcHi6d1,1A6HBLulvBFzNtlMb7b08f
"¥$, Kanye West, Ty Dolla $ign",HOODRAT,,
Noah Kahan,Forever,0FlwhvrncUKrEAhzunmCKm,2RQXRUsr4IW1f3mKyKsy4B
"Parangolé, Léo Santana",Perna Bamba,6fcQIY5VSFNrK4YzDoljPQ,2v5eqze59fqRes2e5QVGhf
"¥$, Kanye West, Ty Dolla $ign",PROBLEMATIC,,
"FloyyMenor, Cris MJ",Gata Only,6XjDF6nds4DE2BBbagZol6,7CvTknweLr9feJtRGrpDBy
Ghali,Casa Mia,4cWrKV5SN7AknqPy4ryBDG,3egWSWp7Y4FyCKIyvXbw7L
Luke Combs,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,718COspgdWOnwOFpJHRZHS
PEDRO SAMPAIO,POCPOC,02iIJMe5jh7rdnTO6dcPQL,5wbf52LA6kcaboHSN6NEF1
"TWENTY SIX, Tayson Kryss",Buscando Money,6vsKOJPjdxlYgRs8McgtCQ,6C2mFGFh8dz1vKp9l5Ce8P
Irama,Tu No,5wkWSRD1QKA5eKfzyzN93R,5iot8OPcosJN9nCl7I5SdK
"USHER, Pitbull",DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,23zg3TcAtWQy7J6upgbUnj
"USHER, Alicia Keys",My Boo,68vgtRHr7iZHpzGpon6Jlo,23zg3TcAtWQy7J6upgbUnj
Dua Lipa,Training Season,0hn632ADBvcrXJprwj6Ry2,6M2wZ9GZgrQXHCFfjv46we
"KAROL G, Tiësto",CONTIGO (with Tiësto),4UkUxO2WlKLc0Q1iEutGGh,790FomKkXshlbRYZFtlgla
Djo,End of Beginning,3qhlB30KknSejmIvZZLjOD,5p9HO3XC5P3BLxJs5Mtrhm
"Trueno, Nicki Nicole, Bizarrap, Taiu, tatool",Mamichula - con Nicki Nicole,0TUW9faHNaBmi89wsYGp9y,2x7PC78TmgqpEIjaGAZ0Oz
Yeat,Breathe,5NAOhPAZ57eFAXr3qatS6i,3qiHUAX7zY4Qnjx8TNUzVx
Julión Álvarez y su Norteño Banda,Regalo De Dios,51qYdMBxt9mFbtZBzq1Yfi,1bfl0AU8SqmLkElptOprhC
Muni Long,Made For Me,0WIv5qV41y6YjjB9V1biuC,7tjVFCxJdwT4NdrTmjyjQ6
"Junior H, Peso Pluma",A Tu Manera,2500EpUpryOBJX0rO8fDuB,7Gi6gjaWy3DxyilpF1a8Is
Bob Marley & The Wailers,Could You Be Loved,5O4erNlJ74PIF6kGol1ZrC,2QsynagSdAqZj3U9HgDzjD
Creedence Clearwater Revival,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,3IYUhFvPQItj6xySrBmZkd
SZA,Saturn,040I32EKLxQrkuxQu1pqvT,7tYKF4w9nC0nq9CsPZTHyP
Beat Record,Standing Next to You - Sped Up - Remix,,
LE SSERAFIM,EASY,2O4Bb2WCkjlTPO827OnBMI,4SpbR6yFEvexJuaBpgAU5p
Bryson Tiller,Whatever She Wants,57wp7VFnV8X0pSVnYArGeJ,2EMAnMvWE2eb56ToJVfCWs
LE SSERAFIM,Smart,3lwK3WyKAI5bUuGY1OgGbZ,4SpbR6yFEvexJuaBpgAU5p
Selena Gomez,Love On,2fB5YRuD88drKpCXQOAk03,0C8ZW7ezQVs4URX5aX7Kqx
"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",3GCdLUSnKSMJhs4Tj6CV3s,2YZyLoL8N0Wb9xBt1NhZWg
Frank Ocean,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,2h93pZq0e7k5yf4dywlkpM
"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,73jBynjsVtofjRpdpRAJGk
"Pharrell Williams, Miley Cyrus",Doctor (Work It Out) [feat. Miley Cyrus],4f9wNNZET9wH7eMBgONd3d,2RdwBSPQiwcmiDo9kixcl8
Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,6KImCVD70vtIoJWnq6nGn3
Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,6XyY86QOPPrYVGvF9ch6wz
Fuerza Regida,TÚ NAME,3FqUPvubYeRCMsdJ02QyZR,0ys2OFYzWYB5hRDLCsBqxt
"French Montana, Swae Lee",Unforgettable,3B54sVLJ402zGa6Xm4YGNe,6vXTefBL93Dj5IqAWq6OTv
Joost,Europapa,0uHrMbMv3c78398pIANDqR,6s5ubAp65wXoTZefE01RNR
Lazza,100 MESSAGGI,2l4NKSQbBA3sV0nxpNjSkj,0jdNdfi4vAuVi7a6cPDFBM
Miley Cyrus,Angels Like You,1daDRI9ahBonbWD8YcxOIB,5YGY8feqx7naU7z4HrwZM6
Bill Withers,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,1ThoqLcyIYvZn7iWbj8fsj
Ariana Grande,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,the boy is mine,0Lmbke3KNVFXtoH2mMSHCw,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,bye,1Rweq7vNjK4kZBbGrmxQsl,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,eternal sunshine,3RwWW7KeVhHGayYJgUL5eZ,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,supernatural,142PiXzA84lmEw2RstFHFa,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,don't wanna break up again,0o3ua5ufFK7nfRzbDUNoGA,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,true story,14kyXBpg91RVq8bNRDS1q2,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,intro (end of the world),2o1pb13quMReXZqE7jWsgq,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,i wish i hated you,5cQX9BexkPIEESTZijJhXg,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,imperfect for you,6XXKB32Om6WuXg3uEWwTob,66CXWjxzNUsdJxJ2JdwvnR
Ariana Grande,Saturn Returns Interlude,13jRSCLoWbCoU1XEdJRbgn,66CXWjxzNUsdJxJ2JdwvnR
"Ariana Grande, Nonna",ordinary things (feat. Nonna),4mHM5d2fK3n8xgymjf92w2,66CXWjxzNUsdJxJ2JdwvnR
"Natanael Cano, Oscar Maydon",Madonna,5LhI8m7n8xlQmNe3b7Rwis,0elWFr7TW8piilVRYJUe4P
"4batz, Drake",act ii: date @ 8 (feat. Drake) - remix,3QS9ZCtoSCJhmaJ7QNXSAS,5fi7lIgJGH3RgUpJYcffQ7
Dasha,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,7Ez6lTtSMjMf2YSYpukP1I
Madison Beer,make you mine,48vIfHaK7by6x0T6ucpODL,2kRfqPViCqYdSGhYSM9R0Q
Junior H,ROCKSTAR,6YOfGIE6iFxC7G8OlGGvzW,7Gi6gjaWy3DxyilpF1a8Is
Sia,Unstoppable,2J2Z1SkXYghSajLibnQHOa,5WUlDfRSoLAfcVSX1WnrxN
The Neighbourhood,Softcore,2K7xn816oNHJZ0aVqdQsha,77SW9BnxLY8rJ0RciFqkHh
"Oscar Maydon, Gabito Ballesteros, Chino Pacas",Elvira,1xgWArLVFD1AKsLzftZYc2,3l9G1G9MxH6DaRhwLklaf5
V,FRI(END)S,0PBTlQ84CBJF0tBnKGmQa6,3JsHnjpbhX4SnySpvpa9DK
Zeynep Bastık,Lan,1whKKdtCiFjN7MW7DrIRUH,1mpOD8ZwHnbsryIuXWq0R1
AC/DC,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,711MCceyCBcFnzjGY4Q7Un
"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),3d0WouFnFmr0K3kjeza3fF,0EmeFodog0BfCgMzAIvKQp
Artemas,if u think i'm pretty,1ACA277B6f46DYCgZW8di3,0PCCGZ0wGLizHt2KZ7hhA2
"Future, Metro Boomin, Kendrick Lamar",Like That,2tudvzsrR56uom6smgOcSf,1RyvyyTE3xzB2ZywiAwp0i
Hozier,Too Sweet,19XpFsce28aByvCC4g89tJ,2FXC3k01G6Gw61bmprjgqS
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,28drn6tQo95MRvO0jQEo5C,1RyvyyTE3xzB2ZywiAwp0i
Artemas,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,0PCCGZ0wGLizHt2KZ7hhA2
"Future, Metro Boomin, Travis Scott",Cinderella,0hKtu53OlIFXVuYkZwcn3o,1RyvyyTE3xzB2ZywiAwp0i
Olivia Rodrigo,obsessed,6tNgRQ0K2NYZ0Rb9l9DzL8,1McMsnEElThX1knmY4oliG
"Future, Metro Boomin",We Don't Trust You,7sVbKoBdhXtYCEOO6qC1SN,1RyvyyTE3xzB2ZywiAwp0i
"Future, Metro Boomin, The Weeknd",Young Metro,3OxL6MuctgZp1e0zxoAZhH,1RyvyyTE3xzB2ZywiAwp0i
Xavi,Corazón de Piedra,3VeR05PCure0YL3pHl5aI9,3Me35AWHCGqW4sZ7bWWJt1
"Peso Pluma, Tito Double P, Joel De La P",LA PEOPLE II,3YyTyWfSwAhesGCKpnuRKl,12GqGscKJx3aE4t07u7eVZ
"Future, Metro Boomin",Ice Attack,70ToiXlzl8N1EgfC07ZcZE,1RyvyyTE3xzB2ZywiAwp0i
Benson Boone,Slow It Down,51eSHglvG1RJXtL3qI5trr,22wbnEMDvgVIAGdFeek6ET
Olivia Rodrigo,so american,5Jh1i0no3vJ9u4deXkb4aV,1McMsnEElThX1knmY4oliG
"Future, Metro Boomin",Slimed In,2GLWhy9iiO1wrLUF5l4FtJ,1RyvyyTE3xzB2ZywiAwp0i
"Future, Metro Boomin",Claustrophobic,57ELn9TPDIhrpl0dasS465,1RyvyyTE3xzB2ZywiAwp0i
"Future, Metro Boomin",Magic Don Juan (Princess Diana),7pBcryEKcUEaWHwAu1wUyP,1RyvyyTE3xzB2ZywiAwp0i
"Future, Metro Boomin",Runnin Outta Time,4q7y1JFDBJSBSLqXVgcI51,1RyvyyTE3xzB2ZywiAwp0i
"Shakira, Cardi B",Puntería,2dYXrWkNO40NXy2Q3IYLRc,0EmeFodog0BfCgMzAIvKQp
"Future, Metro Boomin",Fried (She a Vibe),28xOPIPw0joNPwYd0asIT5,1RyvyyTE3xzB2ZywiAwp0i
"Future, Metro Boomin, Rick Ross",Everyday Hustle,3Vg7nPYlOrCkcV1abKbRQ1,1RyvyyTE3xzB2ZywiAwp0i
CYRIL,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,11kt6ggsdxvI8MhyeSMKom
ILLIT,Magnetic,1aKvZDoLGkNMxoRYgkckZG,36cgvBn0aadzOijnjjwqMN
"Beyoncé, Miley Cyrus",II MOST WANTED,1UP7PXne1lIYZB5G5aiRGL,6vWDO969PvNqNYHIOW5v0m
Beyoncé,JOLENE,2PmMh2t7jAtN6cqFooA0Xy,6vWDO969PvNqNYHIOW5v0m
Beyoncé,BODYGUARD,6Y4rniIxibegzsg8cdWAWV,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Post Malone",LEVII'S JEANS,2UDARQiksl207HcSduDpov,6vWDO969PvNqNYHIOW5v0m
Beyoncé,AMERIICAN REQUIEM,6K2Iut8nSQigP83yvbiqi8,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts",BLACKBIIRD,7eEr7lgWYudwEKEaWCPiPI,6vWDO969PvNqNYHIOW5v0m
Beyoncé,DAUGHTER,0hWCzWl04zT7P6vMy63XCN,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Linda Martell, Shaboozey",SPAGHETTII,5UcUppRaEIBMIHXiUFl7LI,6vWDO969PvNqNYHIOW5v0m
Beyoncé,16 CARRIAGES,6XXxKsu3RJeN3ZvbMYrgQW,6vWDO969PvNqNYHIOW5v0m
Beyoncé,YA YA,0K9tfzrxJyCQIf7oAlPwaK,6vWDO969PvNqNYHIOW5v0m
Mark Ambor,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,11p2E654TTU8e0nZWBR4AL
"Camila Cabello, Playboi Carti",I LUV IT (feat. Playboi Carti),2H2ytI7ompfNmRkI2sq8Uk,4nDoRrQiYLoBzwC5BhVJzF
"j-hope, Gaeko, YOON MIRAE",NEURON (with Gaeko & YOON MIRAE),11sirgYaEutV40tkvgpHN6,0b1sIQumIAsNbqAoIClSpy
"Beyoncé, Rumi Carter",PROTECTOR,4dsdSwSdBWjlsVzU6iJs3b,6vWDO969PvNqNYHIOW5v0m
G-Eazy,Lady Killers II,068AyhyvE67qMRsMXLqAnd,02kJSzxNuaWGqwubyUba0Z
Beyoncé,ALLIIGATOR TEARS,1LSWDkZxVngIpfjvMs6Q56,6vWDO969PvNqNYHIOW5v0m
Beyoncé,MY ROSE,486YUqcmF9IWPkreU0THcQ,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Dolly Parton",TYRANT,5mUlozUYpdmXVPkj4BW8cA,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Willie Nelson",SMOKE HOUR ★ WILLIE NELSON,2dv2DYn0V0j0Wx6Ra40bce,6vWDO969PvNqNYHIOW5v0m
"Beyoncé, Willie Jones",JUST FOR FUN,4h6iaiMchTUHlK5ovMiJ3h,6vWDO969PvNqNYHIOW5v0m
Beyoncé,RIIVERDANCE,0TsCBkrq3owPs06HP5Q9Z4,6vWDO969PvNqNYHIOW5v0m
Beyoncé,FLAMENCO,3B7EZgquNKHrSIo2tEc8mK,6vWDO969PvNqNYHIOW5v0m
"The Academy: Segunda Misión, Sech, Justin Quiles, Lenny Tavárez, Dalex, Dímelo Flow, Myke Towers",LA RANGER (feat. Myke Towers),0QoaFLmBJyuVuzOIGy6iCS,4C3ZmIqca9MWwThLaYbfXu
Henry Moodie,drunk text,2XhYeR0oaKHvm4p1Z5Uj1L,7hr9W3IjXcm3UlLY7guLk5
"Gabito Ballesteros, Natanael Cano",El Boss,4L1iecYPJR1qc9tz5Zjkw9,6Sbl0NT50roqWvy746MfVf
Jungle,Back On 74,19kHhX6f6EfLU7rcO3RqjO,59oA5WbbQvomJz2BuRG071
Beyoncé,II HANDS II HEAVEN,1Y7vNzQrybb2ICYKmbOfdt,6vWDO969PvNqNYHIOW5v0m
"Bizarrap, Natanael Cano","Natanael Cano: Bzrp Music Sessions, Vol. 59/66",2DbV9TSdeGr5FobCFDRzvq,716NhGYqD1jl2wI1Qkgq36
J. Cole,7 Minute Drill,,
"Bizarrap, Natanael Cano",Entre las de 20,3184c0tjCakg9oaNZYJODD,716NhGYqD1jl2wI1Qkgq36
Bryson Tiller,Whatever She Wants [BONUS],7aQ1tSYr518KwnE4SVSQbT,2EMAnMvWE2eb56ToJVfCWs
J. Cole,Crocodile Tearz,1yfKakY4rvI17lk20ekuRA,6l3HvQ5sa6mXTsMTB19rO5
BABYMONSTER,SHEESH,1njlnn8ZKHI77Pe9szIONR,1SIocsqdEefUTE6XKGUiVS
"J. Cole, Bas, Central Cee",H.Y.B. (feat. Bas & Central Cee),5RMTsrJkrtumtiIZjy7dL6,6l3HvQ5sa6mXTsMTB19rO5
"Tiago PZK, Ke Personajes",Piel,6kPCcIAGoTeRrh8qrmKa90,5Y3MV9DZ0d87NnVm56qSY1
Benson Boone,Cry,3h76tbaYIamSeJL81X7ZwI,22wbnEMDvgVIAGdFeek6ET
Billie Eilish,hotline (edit),0WFryfbNKPXVtVQlz5dZ8H,6qqNVTkY8uBg9cP3Jd7DAH
Dominic Fike,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,6USv9qhCn6zfxlBQIYJ9qs
Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,7gP3bB2nilZXLfPHJhMdvc
Isabel LaRosa,Favorite,3QJsSWa0Xo8MfaRn1gr4Be,5arKwJZEvT5uKq4o0JfqR4
J. Cole,Huntin’ Wabbitz,2cH8wHImerFokgmhjyhCTU,6l3HvQ5sa6mXTsMTB19rO5
Beach Weather,"Sex, Drugs, Etc.",7MlDNspYwfqnHxORufupwq,7I3bkknknQkIiatWiupQgD
d4vd,Feel It (From “Invincible”),3SAga35lAPYdjj3qyfEsCF,5y8tKLUfMvliMe8IKamR32
"J. Cole, Ari Lennox, Young Dro, Gucci Mane","Pricey (feat. Ari Lennox, Young Dro & Gucci Mane)",2w5BtuWXISpB6NM4xPoeiR,6l3HvQ5sa6mXTsMTB19rO5
Fuerza Regida,SABOR FRESA,1UMm1Qs3u59Wvk53zBUE8r,0ys2OFYzWYB5hRDLCsBqxt
TOMORROW X TOGETHER,Deja Vu,3aAnwyBJY9OLNLqSgd4fZU,0ghlgldX5Dd6720Q3qFyQB
"Earth, Wind & Fire",September,3kXoKlD84c6OmIcOLfrfEs,4QQgXkCYTt3BlENzhyNETg
Noah Cyrus,July,6J2LdBN97cDWn0MLxYh9HB,55fhWPvDiMpLnE4ZzNXZyW
Sabrina Carpenter,Espresso,2HRqTpkrJO5ggZyyK6NPWz,74KM79TiuVKeVCqs8QtB0B
Dua Lipa,Illusion,1Qvo9ZyBWoedUiOc0zTCbm,6M2wZ9GZgrQXHCFfjv46we
"Future, Metro Boomin, The Weeknd",We Still Don't Trust You,7sVbKoBdhXtYCEOO6qC1SN,1RyvyyTE3xzB2ZywiAwp0i
"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,48lxT5qJF0yYyf2z4wB4xW,1c3uso4iIeeX3P0bhKaQDq
Lay Bankz,Tell Ur Girlfriend,3I3eUAnjfJ3XtqgQJda5u5,4OVbrPbhvK46A1uXTU1u5F
Chappell Roan,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,7GlBOeep6PqTfFi59PTUUN
"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,1LY3GhF0zxIVgbYEQjCbUO,3TOqt5oJwL9BE2NG9MEwDa
"David Guetta, OneRepublic",I Don't Wanna Wait,331l3xABO0HMr1Kkyh2LZq,1Cs0zKBU1kc0i8ypK3B9ai
"DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles",Mtg Quero Te Encontrar,5GV7OpSEb8MPTryL0Q5i6c,4ptGOXi053ILmLfMcIG2hB
Shaboozey,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,3y2cIKLjiOlp1Np37WiUdH
"Luis R Conriquez, Neton Vega",Si No Quieres No,1C84d9abZVKWHT2YYpoean,0pePYDrJGk8gqMRbXrLJC8
"iZaak, JHAYCO, Anuel AA",BBY BOO - REMIX,43PiEypaceH339CSNiggyj,4s6Xg38sbqh4xpf4OqhVUK
"Bakar, Summer Walker",Hell N Back (feat. Summer Walker),0jcw8cJf3TNMZN0BXlueML,3K2Srho6NCF3o9MswGR76H
"Young Miko, Feid",offline,7s4emXHJwAuo5VvGBXmnBL,3qsKSpcV3ncke3hw52JSMB
"Tyla, Gunna, Skillibeng",Jump,6XpEm7VJ7TZxZTawH8BCSW,3SozjO3Lat463tQICI9LcE
Bruno Mars,Talking to the Moon,1wVuPmvt6AWvTL5W2GJnzZ,0du5cEVh5yTK9QJze8zA0C
"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Down Bad,2F3N9tdombb64aW6VtZOdo,06HL4z0CvFAxyc27GXpf02
Taylor Swift,"So Long, London",7wAkQFShJ27V8362MqevQr,06HL4z0CvFAxyc27GXpf02
Taylor Swift,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Tortured Poets Department,18WFFUIsewmA8g31KAeo3e,06HL4z0CvFAxyc27GXpf02
Taylor Swift,My Boy Only Breaks His Favorite Toys,7uGYWMwRy24dm7RUDDhUlD,06HL4z0CvFAxyc27GXpf02
Taylor Swift,But Daddy I Love Him,4QMgEffJQuKtjCNvqfRZ0m,06HL4z0CvFAxyc27GXpf02
"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),5ExOm0dh4NyRyAdSAO9hyM,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Who’s Afraid of Little Old Me?,2d8UxVNhJinc8uat9PoM9y,06HL4z0CvFAxyc27GXpf02
